"","year","month","day","price","code","dong_nm","jibun","con_year","apt_nm","area","floor"
"116","2021","1","9","      77,500","11620"," 신림동","1735-1","2008","관악산휴먼시아1단지","84.97","5"
"117","2021","1","9","      11,600","11620"," 신림동","497-5","2012","보라매해담채","13.23","5"
"118","2021","1","9","      74,000","11620"," 신림동","1735","2008","관악산휴먼시아2단지","84.97","18"
"119","2021","1","9","      56,000","11620"," 신림동","1686","1998","쌍용","84.88","5"
"120","2021","1","9","      47,000","11620"," 신림동","1693","1993","국제산장","59.94","4"
"121","2021","1","10","      45,000","11620"," 신림동","1559-19","2004","상목에버빌B","81.595","3"
"122","2021","1","10","      63,000","11620"," 신림동","1726","2004","우정하이비전2","84.58","3"
"123","2021","1","11","      45,500","11620"," 신림동","1731","2004","웰피아","81.94","3"
"124","2021","1","11","      70,000","11620"," 신림동","86-3","2005","청암두산위브센티움","84.505","17"
"125","2021","1","11","      72,000","11620"," 신림동","1735","2008","관악산휴먼시아2단지","84.97","11"
"126","2021","1","11","      52,000","11620"," 신림동","721-2","1988","건영2","73.48","3"
"127","2021","1","12","      77,000","11620"," 신림동","1714","2000","삼성산주공(주공3단지)","113.31","17"
"128","2021","1","12","      69,700","11620"," 신림동","1715","1999","우방","114.79","3"
"129","2021","1","12","      69,700","11620"," 신림동","1715","1999","우방","114.79","3"
"130","2021","1","13","      39,600","11620"," 신림동","1704-1","1995","주공1","59.5","1"
"131","2021","1","14","      67,000","11620"," 신림동","1735","2008","관악산휴먼시아2단지","59.96","16"
"132","2021","1","14","      49,900","11620"," 신림동","721-2","1988","건영2","73.48","4"
"133","2021","1","15","      84,000","11620"," 신림동","1735","2008","관악산휴먼시아2단지","114.7","7"
"134","2021","1","15","      59,900","11620"," 신림동","1719","2003","우민조원","67.376","5"
"135","2021","1","16","     101,000","11620"," 신림동","1730","2005","신림푸르지오","114.84","6"
"136","2021","1","16","      43,000","11620"," 신림동","721-2","1988","건영2","59.76","10"
"137","2021","1","16","      65,000","11620"," 신림동","1735-1","2008","관악산휴먼시아1단지","59.99","5"
"138","2021","1","17","     105,000","11620"," 신림동","1730","2005","신림푸르지오","114.84","11"
"139","2021","1","18","      12,000","11620"," 신림동","1433-55","2013","프라비다트라움","14.06","4"
"140","2021","1","18","      62,900","11620"," 신림동","1703-1","1996","LIG대학마을(건영아파트3차)","58.9","8"
"141","2021","1","19","      41,300","11620"," 신림동","721-2","1988","건영2","59.76","5"
"142","2021","1","20","      89,000","11620"," 신림동","1735","2008","관악산휴먼시아2단지","114.7","2"
"143","2021","1","20","      63,500","11620"," 신림동","1703-1","1996","LIG대학마을(건영아파트3차)","58.9","12"
"144","2021","1","21","      79,000","11620"," 신림동","1714","2000","삼성산주공(주공3단지)","113.31","9"
"145","2021","1","21","      10,300","11620"," 신림동","1425-4","2012","코스모그린","12.21","7"
"146","2021","1","21","      14,000","11620"," 신림동","1421-1","2015","신림큐브","12.96","8"
"147","2021","1","21","      41,500","11620"," 신림동","721-2","1988","건영2","59.76","11"
"148","2021","1","22","      59,000","11620"," 신림동","1705","1997","금호(1차)","84.96","15"
"149","2021","1","23","      68,000","11620"," 신림동","1735-1","2008","관악산휴먼시아1단지","59.96","14"
"150","2021","1","23","      55,000","11620"," 신림동","1563-82","1992","한양","84.79","14"
"151","2021","1","23","      70,000","11620"," 신림동","1694","1993","신림현대","59.85","4"
"152","2021","1","23","      15,000","11620"," 신림동","1425-4","2012","코스모그린","12.21","10"
"153","2021","1","24","      58,000","11620"," 신림동","1700","1996","라이프","84.38","1"
"154","2021","1","24","      39,700","11620"," 신림동","1712","1999","초원","59.93","7"
"155","2021","1","25","      69,000","11620"," 신림동","1714","2000","삼성산주공(주공3단지)","83.21","20"
"156","2021","1","25","      48,300","11620"," 신림동","1693","1993","국제산장","59.94","12"
"157","2021","1","26","      74,000","11620"," 신림동","1702-1","1997","건영4","84.89","10"
"158","2021","1","26","      64,000","11620"," 신림동","551-9","1996","신림2차현대","59.91","8"
"159","2021","1","27","      70,000","11620"," 신림동","1703-1","1996","LIG대학마을(건영아파트3차)","69.17","4"
"160","2021","1","27","      41,000","11620"," 신림동","1712","1999","초원","59.21","18"
"161","2021","1","27","      49,000","11620"," 신림동","255-189","1991","현대","71.9","7"
"162","2021","1","27","      14,490","11620"," 신림동","1421-1","2015","신림큐브","12.96","6"
"163","2021","1","27","      14,490","11620"," 신림동","1421-1","2015","신림큐브","12.96","6"
"164","2021","1","28","      79,800","11620"," 신림동","1735","2008","관악산휴먼시아2단지","84.98","18"
"165","2021","1","29","      44,670","11620"," 신림동","1563-85","1997","미래","84.91","4"
"166","2021","1","30","      62,000","11620"," 신림동","1700","1996","라이프","84.38","17"
"167","2021","1","30","      72,500","11620"," 신림동","1694","1993","신림현대","59.85","10"
"168","2021","1","30","      64,000","11620"," 신림동","551-9","1996","신림2차현대","59.91","14"
"169","2021","1","30","      94,800","11620"," 신림동","1730","2005","신림푸르지오","84.79","11"
"170","2021","1","30","      69,500","11620"," 신림동","1703-1","1996","LIG대학마을(건영아파트3차)","84.82","3"
"171","2021","1","30","      62,000","11620"," 신림동","1703-1","1996","LIG대학마을(건영아파트3차)","58.9","6"
"172","2021","1","30","      81,500","11620"," 신림동","1694","1993","신림현대","82.2","13"
"173","2021","1","9","      34,700","11620"," 남현동","602-163","2003","동송하이클래스","46.62","6"
"174","2021","1","16","      79,500","11620"," 남현동","1134","2004","예성2차그린캐슬","84.1","5"
"175","2021","1","17","      73,500","11620"," 남현동","1137","2005","관악산대창센시티","84.9","10"
"176","2021","1","27","      63,500","11620"," 남현동","602-192","2002","쎈트앤빌2","96.65","4"
